keyword,time_series,graph
friend,"87.0,84.0,84.0,84.0,84.0,85.0,83.0,87.0,86.0,85.0,83.0,84.0,83.0,83.0,85.0,85.0,89.0,91.0,95.0,98.0,88.0,85.0,87.0,86.0,88.0,91.0,90.0,87.0,85.0,85.0,85.0,85.0,87.0,86.0,87.0,88.0,90.0,88.0,87.0,87.0,87.0,89.0,94.0,88.0,87.0,86.0,91.0,87.0,87.0,89.0,91.0,91.0,83.0,85.0,86.0,89.0,89.0,89.0,88.0,86.0,89.0,87.0,88.0,86.0,83.0,89.0,90.0,90.0,90.0,92.0,92.0,93.0,89.0,84.0,87.0,90.0,90.0,90.0,96.0,88.0,87.0,86.0,85.0,87.0,87.0,85.0,89.0,88.0,90.0,87.0,86.0,90.0,92.0,89.0,92.0,88.0,88.0,89.0,91.0,90.0,90.0,91.0,97.0,97.0,87.0,85.0,83.0,84.0,88.0,95.0,94.0,89.0,89.0,89.0,85.0,87.0,88.0,88.0,87.0,88.0,89.0,88.0,90.0,90.0,87.0,85.0,83.0,85.0,86.0,88.0,93.0,86.0,83.0,83.0,85.0,85.0,86.0,85.0,84.0,84.0,85.0,83.0,83.0,83.0,83.0,84.0,89.0,85.0,84.0,88.0,91.0,89.0,89.0,85.0,92.0,95.0,86.0,87.0,85.0,82.0,83.0,85.0,85.0,87.0,90.0,85.0,86.0,85.0,84.0,85.0,87.0,89.0,87.0,88.0,88.0,89.0,91.0,84.0,83.0,83.0,88.0,92.0,94.0,89.0,85.0,86.0,84.0,85.0,86.0,85.0,83.0,83.0,84.0,83.0,81.0,80.0,82.0,83.0,84.0,85.0,89.0,87.0,85.0,87.0,86.0,87.0,91.0,96.0,83.0,85.0,84.0,82.0,83.0,85.0,83.0,83.0,83.0,81.0,81.0,79.0,80.0,82.0,84.0,84.0,81.0,82.0,82.0,86.0,87.0,78.0,78.0,80.0,79.0,79.0,88.0,82.0,80.0,79.0,77.0,78.0,87.0,93.0,93.0,93.0,90.0,91.0,91.0,92.0,91.0,88.0,87.0,97.0,90.0,92.0,90.0,90.0,91.0,92.0,100.0,94.0",
groove,"91.0,84.0,83.0,87.0,85.0,82.0,83.0,84.0,83.0,87.0,84.0,86.0,85.0,83.0,79.0,80.0,84.0,85.0,81.0,88.0,90.0,84.0,88.0,90.0,97.0,92.0,93.0,92.0,90.0,91.0,88.0,92.0,91.0,94.0,96.0,93.0,92.0,92.0,90.0,93.0,87.0,92.0,91.0,87.0,86.0,85.0,81.0,82.0,87.0,83.0,91.0,81.0,80.0,85.0,86.0,88.0,84.0,86.0,91.0,89.0,83.0,84.0,85.0,85.0,83.0,89.0,84.0,81.0,81.0,87.0,77.0,84.0,88.0,83.0,86.0,87.0,91.0,87.0,92.0,88.0,89.0,92.0,88.0,88.0,87.0,85.0,86.0,86.0,92.0,87.0,84.0,85.0,83.0,86.0,79.0,80.0,82.0,81.0,84.0,85.0,85.0,84.0,86.0,90.0,83.0,87.0,87.0,83.0,80.0,81.0,84.0,83.0,78.0,83.0,83.0,79.0,80.0,79.0,77.0,83.0,77.0,80.0,81.0,76.0,82.0,82.0,80.0,84.0,90.0,90.0,89.0,90.0,89.0,91.0,89.0,92.0,94.0,95.0,93.0,94.0,95.0,96.0,89.0,88.0,91.0,96.0,96.0,91.0,89.0,93.0,86.0,90.0,95.0,89.0,90.0,90.0,92.0,87.0,87.0,86.0,93.0,86.0,88.0,95.0,84.0,85.0,87.0,85.0,82.0,80.0,84.0,83.0,87.0,83.0,83.0,81.0,88.0,90.0,84.0,87.0,90.0,88.0,91.0,87.0,91.0,100.0,87.0,85.0,86.0,84.0,82.0,87.0,82.0,85.0,83.0,84.0,90.0,84.0,84.0,88.0,88.0,87.0,83.0,90.0,83.0,82.0,86.0,88.0,86.0,83.0,83.0,81.0,83.0,82.0,84.0,83.0,81.0,81.0,77.0,77.0,79.0,84.0,83.0,83.0,88.0,79.0,78.0,81.0,83.0,80.0,87.0,82.0,81.0,81.0,83.0,87.0,87.0,82.0,79.0,91.0,80.0,83.0,87.0,90.0,88.0,91.0,88.0,89.0,93.0,87.0,83.0,84.0,89.0,86.0,91.0,86.0,87.0,86.0,85.0,86.0",
solder,"44.0,46.0,49.0,52.0,51.0,52.0,50.0,50.0,57.0,49.0,51.0,49.0,54.0,60.0,55.0,49.0,49.0,51.0,44.0,50.0,54.0,49.0,51.0,55.0,55.0,51.0,51.0,53.0,50.0,53.0,51.0,50.0,52.0,54.0,54.0,52.0,53.0,52.0,49.0,52.0,51.0,51.0,50.0,51.0,51.0,48.0,44.0,46.0,48.0,49.0,50.0,52.0,48.0,47.0,48.0,52.0,50.0,54.0,49.0,53.0,51.0,51.0,50.0,54.0,54.0,56.0,52.0,51.0,54.0,52.0,50.0,48.0,54.0,58.0,56.0,54.0,56.0,56.0,55.0,58.0,54.0,57.0,53.0,55.0,53.0,55.0,52.0,52.0,50.0,53.0,53.0,54.0,49.0,49.0,48.0,49.0,49.0,50.0,47.0,49.0,51.0,51.0,50.0,52.0,51.0,49.0,48.0,50.0,49.0,50.0,53.0,50.0,52.0,51.0,56.0,50.0,55.0,58.0,50.0,53.0,53.0,53.0,48.0,47.0,50.0,57.0,56.0,59.0,57.0,64.0,53.0,55.0,52.0,53.0,100.0,55.0,56.0,51.0,53.0,51.0,54.0,50.0,52.0,50.0,52.0,48.0,50.0,47.0,48.0,48.0,46.0,48.0,51.0,51.0,51.0,53.0,53.0,52.0,52.0,52.0,54.0,51.0,49.0,53.0,56.0,57.0,55.0,52.0,54.0,53.0,48.0,53.0,51.0,52.0,51.0,48.0,48.0,57.0,57.0,56.0,57.0,52.0,58.0,59.0,54.0,55.0,55.0,52.0,53.0,54.0,51.0,50.0,51.0,50.0,50.0,47.0,49.0,45.0,46.0,47.0,50.0,47.0,44.0,47.0,45.0,45.0,48.0,44.0,49.0,49.0,48.0,47.0,53.0,48.0,52.0,48.0,49.0,49.0,52.0,49.0,51.0,48.0,53.0,49.0,51.0,50.0,48.0,44.0,46.0,51.0,52.0,53.0,52.0,52.0,54.0,53.0,51.0,50.0,49.0,44.0,48.0,48.0,52.0,52.0,54.0,55.0,55.0,52.0,55.0,53.0,54.0,53.0,57.0,55.0,53.0,55.0,52.0,53.0,53.0,52.0",
keto,"39,37,43,83,100,87,79,74,71,62,70,67,75,63,65,62,62,59,59,58,58,58,56,55,54,55,58,57,59,57,61,63,63,61,61,63,66,58,63,59,59,57,55,55,54,55,49,51,54,47,39,41,38,35,36,64,82,73,70,65,59,56,58,60,54,48,33,34,36,38,43,50,54,54,55,56,57,55,57,58,57,58,54,56,57,55,54,52,51,50,49,49,45,45,45,46,42,42,38,35,38,35,32,32,31,30,27,40,58,59,57,55,52,48,46,48,50,45,44,43,42,42,43,42,40,39,37,37,37,37,38,35,34,33,33,34,35,33,32,31,30,31,29,29,30,29,27,28,28,27,26,26,27,25,22,23,24,20,19,26,41,40,34,35,37,36,34,32,34,34,32,33,30,31,30,30,30,29,28,30,31,28,31,29,29,28,28,29,27,27,28,27,28,26,27,25,25,24,24,24,23,23,22,22,22,22,19,19,19,17,17,20,31,32,30,29,30,29,26,28,29,26,26,26,24,24,24,26,25,25,24,22,23,23,24,24,23,23,22,23,22,22,21,22,22,21,20,20,20,20,18,18,18,18,18,18,18,17,15,17",
tiktok,"3,3,4,4,4,4,4,4,5,5,5,5,5,6,19,28,26,17,6,6,6,6,7,7,7,7,8,8,9,8,10,11,11,11,12,12,11,13,15,15,15,15,19,25,29,30,31,31,31,31,29,34,30,27,30,30,31,43,51,35,30,42,45,33,32,32,32,39,39,36,31,34,30,31,31,29,31,33,34,35,34,36,40,42,42,43,48,49,51,51,51,53,55,50,49,49,56,55,56,56,57,61,61,66,67,68,73,67,71,71,73,74,71,70,69,70,70,69,70,68,69,67,66,70,69,70,69,70,71,70,71,70,73,74,84,85,79,78,65,73,76,78,74,72,78,74,78,78,76,76,82,80,79,79,82,84,85,82,85,82,93,86,88,90,87,87,83,85,83,81,83,79,81,84,89,87,78,73,81,80,82,81,79,78,80,85,90,96,84,78,77,85,83,82,83,86,82,83,82,89,92,88,92,90,85,85,81,82,92,94,89,96,91,92,95,95,97,97,100,96,97,97,99,94,89,90,89,88,93,89,89,89,88,88,89,89,85,86,88,90,88,87,82,84,78,75,70,74,67,75,82,75,79,78,80,78,80,77,78,77",
food,"87,90,87,90,90,91,88,94,87,88,90,89,88,86,89,91,90,89,90,92,90,85,84,84,85,89,84,84,84,85,93,94,89,88,84,88,84,84,92,87,86,82,86,85,90,91,89,90,93,87,84,89,83,86,87,85,90,89,87,88,93,90,90,89,90,89,91,91,89,82,86,86,86,85,82,74,82,86,88,82,83,87,92,91,81,86,84,85,82,84,84,87,84,80,87,91,90,87,87,89,88,87,94,89,88,92,92,95,92,94,93,93,96,93,92,93,89,95,93,91,89,93,85,92,92,93,88,92,91,91,92,88,89,91,95,97,91,82,81,84,88,90,93,88,91,90,89,94,91,93,100,93,94,94,93,87,94,99,98,96,97,96,99,95,96,97,99,92,94,92,90,88,91,93,92,96,90,88,90,89,90,92,82,88,84,85,89,96,89,89,91,93,86,88,84,91,88,90,89,94,92,89,90,91,91,96,89,90,92,92,95,95,95,95,97,95,94,94,94,89,92,88,94,93,89,90,89,89,89,90,93,86,90,88,82,87,89,87,90,92,94,89,84,87,88,92,92,88,93,92,93,93,94,88,92,90,91,90,94,90",
flights,"60,66,64,63,64,60,68,65,66,61,60,63,62,59,60,63,67,66,65,62,61,57,58,57,65,59,60,62,61,65,69,76,80,78,72,65,59,64,58,59,57,100,69,34,24,24,24,23,24,26,28,33,33,34,38,38,31,30,29,29,31,28,27,26,27,26,28,27,26,25,26,26,26,25,23,21,24,24,24,24,24,24,29,27,28,25,25,24,24,24,29,28,29,31,32,31,31,32,30,33,31,32,33,32,34,35,37,36,38,39,39,40,39,38,37,36,34,34,33,33,37,37,35,36,41,38,37,37,36,38,36,37,36,35,35,41,41,38,35,39,41,43,46,45,48,48,48,48,47,52,46,48,46,47,48,50,47,53,51,52,53,51,51,49,49,47,49,47,48,47,45,45,45,43,43,43,44,40,42,43,42,43,38,44,37,40,43,56,54,58,53,52,52,49,48,53,54,50,50,51,50,50,49,49,49,48,47,48,48,47,49,51,51,53,51,53,49,49,47,47,45,45,47,45,46,44,44,42,41,42,41,40,42,42,41,44,42,40,41,47,53,54,52,53,52,51,49,51,50,52,49,49,52,49,49,49,47,47,47,46",
diamond painting,"1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,3,2,2,3,3,3,3,3,2,3,3,4,4,4,5,4,5,4,4,4,5,5,4,6,4,5,4,5,5,5,5,5,4,5,5,4,4,7,6,6,6,7,7,9,9,8,9,8,9,8,9,9,8,10,11,11,12,12,10,10,10,9,9,13,14,14,14,15,20,18,18,19,19,19,22,21,20,21,20,21,20,24,21,19,19,20,22,20,20,20,20,23,21,19,21,23,25,24,23,25,22,23,24,23,25,27,24,29,27,27,28,24,25,25,24,31,32,33,29,32,31,32,30,29,28,29,31,30,26,26,26,24,24,24,25,24,24,22,23,22,23,20,21,25,27,25,28,29,31,30,29,27,26,25,28,28,27,29,32,33,37,34,36,35,32,34,29,39,44,37,41,40,38,36,34,37,36,32,31,50,87,100,93,97,85,87,74,76,70,67,69,77,72,72,79,83,78,72,76,67,62,61,59,55,57,53,52",
docusign,"16,16,14,16,15,13,14,11,15,14,15,10,9,13,13,14,15,14,14,15,15,16,15,15,15,16,15,16,16,15,16,18,16,18,15,17,17,18,18,15,17,17,18,17,18,17,18,16,15,17,18,18,14,16,17,16,16,15,18,13,17,18,16,15,10,14,17,18,20,19,18,19,19,20,21,19,20,21,19,20,20,22,22,24,27,23,20,21,22,21,22,17,23,23,22,22,23,22,20,21,20,22,23,24,22,21,24,23,23,22,22,18,21,22,22,21,12,18,23,23,25,26,23,26,24,25,24,25,26,28,25,27,29,36,33,29,30,29,27,31,30,29,32,24,27,27,29,30,28,24,29,29,28,29,28,27,26,25,27,25,26,25,26,21,26,27,27,25,14,18,27,27,27,29,29,28,27,28,29,30,31,30,30,31,30,30,29,30,33,31,30,35,35,34,38,30,36,36,36,36,35,36,36,36,34,37,37,38,36,37,37,36,34,36,35,36,27,37,35,37,18,22,33,34,37,39,38,39,38,41,40,43,56,67,69,67,70,70,69,70,71,70,67,74,70,73,75,68,78,80,75,75,71,70,69,71,100,68,75,69",
hello,"25,25,50,100,84,76,66,76,69,62,58,57,53,46,43,43,43,42,40,39,37,35,34,32,32,32,31,30,29,28,28,26,27,27,28,26,26,26,26,26,24,25,24,25,23,22,23,26,25,24,25,25,24,25,25,27,29,25,27,28,31,28,26,29,29,27,26,26,26,26,25,28,26,26,25,26,26,25,24,24,24,24,25,25,27,27,27,25,26,25,25,25,24,25,25,26,24,25,24,26,24,24,24,25,26,24,24,25,26,24,24,24,26,25,29,31,33,29,27,26,25,27,25,25,25,26,25,25,25,26,25,25,24,25,25,25,25,26,27,26,26,26,26,27,26,27,28,30,28,29,28,29,29,29,29,29,30,30,34,32,32,30,29,29,31,29,28,28,29,30,29,29,28,29,28,27,28,29,29,28,29,28,28,27,27,27,27,27,26,26,26,26,26,27,27,27,26,26,27,28,28,29,29,27,27,26,26,26,27,26,27,26,28,27,27,26,27,27,25,27,28,29,29,28,28,28,27,27,27,26,26,25,26,27,28,28,28,27,28,26,26,26,26,26,25,25,25,27,26,25,26,27,26,26,26,26,28,27,26,26",
masks,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,8,6,6,6,6,6,6,6,5,6,6,6,8,19,12,11,9,27,25,23,38,48,94,79,68,65,70,62,62,53,45,42,40,46,52,63,66,100,89,64,57,50,41,39,37,31,31,31,28,26,27,24,27,21,22,25,21,19,19,16,14,17,18,19,20,22,21,19,15,16,17,15,13,13,16,15,14,14,15,14,21,18,13,12,11,12,11,15,13,14,16,22,23,24,22,22,20,17,15,14,13,13,13,13,14,11,11,10,11,16,13,15,19,21,26,31,28,23,17,16,14,13,14,11,10,9,8,8,9,12,9,8,8,7,7,7,6,7,8,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,5,5,5,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",
cigarette delivery,"11,10,10,10,10,9,13,12,13,11,10,9,10,12,9,10,13,10,10,11,9,11,11,9,12,10,6,11,9,10,12,12,9,10,12,11,9,10,11,10,9,11,22,100,77,65,46,37,32,38,25,27,25,19,19,19,19,22,24,23,20,20,20,17,18,17,20,16,18,17,18,17,15,18,19,18,18,17,18,15,19,18,20,21,22,20,21,18,21,23,23,16,16,17,17,15,15,16,22,24,28,26,23,26,24,20,18,16,17,20,20,22,21,19,20,17,17,22,17,18,19,15,15,15,19,15,19,17,17,16,15,16,17,16,21,23,22,20,17,19,21,19,17,16,17,20,17,19,18,15,21,21,17,18,19,17,17,17,18,18,15,18,20,19,16,17,17,17,16,16,16,15,12,15,14,14,14,15,17,17,14,17,13,15,13,16,15,20,18,16,15,17,15,14,16,18,16,17,15,15,13,16,15,13,12,15,15,12,13,15,17,16,17,16,16,11,14,16,17,15,14,14,12,17,13,13,15,11,12,13,15,11,12,13,12,16,12,14,16,14,16,16,18,13,12,12,13,12,11,12,8,10,12,10,10,10,10,11,10,10",
bread maker,"15,17,18,16,16,15,15,20,16,16,19,16,18,18,20,19,17,18,19,19,19,20,20,20,22,23,27,23,20,22,30,28,24,22,21,21,20,20,20,22,24,36,98,100,92,89,81,73,68,58,52,56,44,42,40,37,33,33,33,31,30,32,31,28,28,27,27,28,27,27,28,30,29,31,32,28,34,38,46,40,38,36,45,51,41,40,38,37,35,31,34,28,28,26,24,25,29,24,23,22,24,24,25,23,22,24,22,21,24,21,24,22,22,22,21,22,23,24,22,21,22,22,22,22,23,22,22,21,22,24,31,27,24,23,28,35,32,28,27,27,26,25,23,24,22,25,23,22,21,21,21,19,19,19,17,17,16,18,21,19,17,23,26,25,25,25,23,19,20,19,21,20,19,20,21,21,21,22,26,28,29,30,36,28,28,29,32,45,34,29,31,29,29,27,25,27,24,22,22,22,22,22,20,21,21,22,19,18,18,19,18,19,19,21,21,21,22,21,22,22,19,21,21,21,21,22,21,23,23,24,23,22,27,28,36,29,28,29,31,40,38,33,34,32,27,27,28,28,26,27,25,24,28,25,22,21,24,24,22,20",
camp ground,"67.0,55.0,70.0,43.0,37.0,40.0,41.0,36.0,30.0,33.0,22.0,19.0,25.0,23.0,16.0,15.0,19.0,20.0,26.0,30.0,25.0,24.0,32.0,23.0,30.0,31.0,32.0,36.0,33.0,38.0,41.0,49.0,44.0,40.0,45.0,47.0,47.0,48.0,51.0,68.0,75.0,71.0,82.0,69.0,83.0,100.0,96.0,74.0,75.0,82.0,70.0,73.0,63.0,54.0,62.0,51.0,46.0,42.0,38.0,36.0,28.0,34.0,26.0,26.0,26.0,28.0,24.0,17.0,18.0,18.0,20.0,30.0,31.0,39.0,28.0,30.0,30.0,26.0,31.0,38.0,36.0,44.0,37.0,40.0,49.0,38.0,48.0,50.0,45.0,50.0,55.0,61.0,75.0,69.0,70.0,79.0,80.0,84.0,89.0,81.0,77.0,79.0,69.0,76.0,65.0,58.0,59.0,47.0,41.0,44.0,37.0,40.0,38.0,32.0,28.0,22.0,24.0,20.0,21.0,27.0,24.0,18.0,21.0,33.0,33.0,33.0,31.0,35.0,29.0,33.0,32.0,37.0,37.0,40.0,37.0,35.0,41.0,42.0,41.0,44.0,42.0,52.0,52.0,58.0,71.0,68.0,63.0,61.0,71.0,75.0,80.0,73.0,76.0,71.0,74.0,65.0,57.0,54.0,47.0,43.0,41.0,37.0,33.0,32.0,34.0,30.0,29.0,23.0,25.0,25.0,22.0,27.0,20.0,24.0,25.0,41.0,40.0,32.0,34.0,28.0,30.0,28.0,29.0,31.0,29.0,36.0,37.0,34.0,40.0,40.0,39.0,47.0,47.0,53.0,47.0,57.0,60.0,56.0,61.0,58.0,70.0,70.0,77.0,71.0,71.0,69.0,67.0,56.0,56.0,51.0,54.0,41.0,34.0,36.0,38.0,38.0,31.0,28.0,26.0,22.0,20.0,18.0,16.0,22.0,22.0,17.0,16.0,29.0,32.0,31.0,29.0,30.0,29.0,23.0,25.0,28.0,24.0,26.0,26.0,21.0,19.0,18.0,16.0,21.0,24.0,31.0,42.0,43.0,59.0,61.0,67.0,74.0,75.0,80.0,77.0,75.0,78.0,79.0,77.0,83.0",
turn,"86.0,86.0,83.0,83.0,84.0,87.0,92.0,86.0,87.0,87.0,88.0,87.0,84.0,84.0,83.0,83.0,84.0,86.0,95.0,97.0,85.0,82.0,83.0,82.0,82.0,83.0,81.0,80.0,80.0,82.0,82.0,85.0,89.0,82.0,85.0,83.0,84.0,84.0,83.0,84.0,85.0,86.0,86.0,85.0,86.0,86.0,86.0,90.0,89.0,86.0,85.0,82.0,80.0,81.0,83.0,84.0,87.0,87.0,87.0,87.0,88.0,87.0,87.0,90.0,84.0,86.0,83.0,86.0,83.0,84.0,86.0,95.0,90.0,87.0,84.0,83.0,83.0,83.0,83.0,83.0,85.0,83.0,86.0,85.0,86.0,85.0,87.0,87.0,84.0,87.0,83.0,84.0,86.0,86.0,83.0,88.0,90.0,91.0,88.0,91.0,90.0,89.0,88.0,88.0,88.0,88.0,83.0,82.0,83.0,87.0,86.0,85.0,86.0,86.0,87.0,88.0,87.0,86.0,83.0,87.0,87.0,85.0,84.0,99.0,92.0,87.0,83.0,83.0,82.0,84.0,82.0,82.0,84.0,83.0,82.0,83.0,84.0,83.0,82.0,81.0,81.0,82.0,82.0,84.0,84.0,85.0,84.0,83.0,82.0,82.0,82.0,83.0,85.0,85.0,83.0,84.0,84.0,84.0,83.0,83.0,88.0,87.0,86.0,86.0,85.0,88.0,84.0,87.0,85.0,83.0,82.0,85.0,83.0,81.0,81.0,93.0,87.0,83.0,84.0,83.0,82.0,81.0,79.0,82.0,82.0,82.0,81.0,87.0,84.0,81.0,81.0,82.0,81.0,80.0,80.0,79.0,81.0,80.0,80.0,81.0,81.0,81.0,80.0,83.0,83.0,84.0,82.0,83.0,84.0,84.0,83.0,82.0,81.0,85.0,82.0,84.0,89.0,85.0,84.0,88.0,83.0,81.0,80.0,79.0,82.0,81.0,80.0,92.0,88.0,84.0,84.0,84.0,81.0,81.0,81.0,83.0,82.0,82.0,79.0,86.0,94.0,99.0,100.0,98.0,100.0,98.0,97.0,96.0,97.0,95.0,95.0,95.0,92.0,96.0,93.0,95.0,93.0,93.0,93.0,93.0",
phone,"81,83,80,82,85,82,85,86,86,87,88,87,86,84,78,88,87,86,88,88,84,85,83,82,83,86,83,84,84,89,89,86,85,86,78,80,78,77,83,78,80,77,83,77,80,80,82,79,82,83,88,89,87,92,89,95,92,94,96,96,100,91,90,93,92,88,86,86,86,88,82,80,82,85,80,75,84,81,82,80,83,82,81,83,89,80,78,77,77,77,76,80,80,78,77,84,81,79,77,75,75,76,81,82,80,78,81,79,85,82,78,84,83,83,83,86,83,80,82,78,82,82,80,82,78,80,77,80,79,78,75,83,77,77,80,82,86,79,79,78,80,80,81,77,82,81,82,86,78,83,79,83,80,84,79,83,81,81,84,97,98,93,93,99,93,92,93,95,88,89,86,86,84,90,88,86,83,82,87,81,79,77,71,76,74,76,78,79,84,77,77,77,79,77,72,76,75,76,75,75,75,77,74,75,77,75,72,76,76,75,78,78,79,78,82,85,79,80,79,80,76,75,78,75,76,75,76,79,76,74,74,76,72,76,70,78,74,77,75,73,75,75,76,73,71,73,73,76,73,73,79,73,76,73,78,73,73,74,72,71",
laptop,"65,66,63,63,64,65,66,76,71,67,66,72,70,63,59,60,60,59,60,58,59,58,57,56,56,57,56,55,54,54,54,54,55,55,56,55,55,59,58,56,57,60,63,63,64,64,65,65,65,64,64,64,63,62,63,62,63,61,64,75,68,64,63,64,70,64,62,61,61,60,60,58,59,60,57,57,59,57,57,56,55,54,58,55,54,53,55,54,55,56,57,58,60,60,61,62,64,63,64,62,64,64,64,64,62,62,61,61,60,63,66,76,68,62,63,62,66,60,61,60,62,61,59,57,59,57,57,57,58,57,57,55,53,53,53,53,51,55,55,55,53,52,55,55,57,60,60,62,63,63,61,61,64,61,62,60,60,62,59,58,58,60,61,73,64,59,58,59,62,58,59,58,59,59,58,59,57,56,57,56,56,54,54,53,51,51,53,51,52,52,53,51,53,56,55,56,58,60,59,60,60,64,65,65,66,65,63,63,66,62,60,60,57,61,63,65,75,68,59,59,64,59,59,63,62,59,60,60,61,57,59,61,84,91,92,86,89,89,87,87,87,87,87,90,91,88,86,88,90,89,90,88,92,97,98,99,100,97,94,92",
bus,"79,77,78,76,76,74,74,70,74,74,76,79,80,76,75,73,74,74,76,74,75,74,73,75,79,77,76,76,76,76,78,78,78,82,79,80,79,82,83,86,85,86,87,86,82,82,85,89,91,87,84,82,82,78,79,81,79,73,75,84,76,78,82,80,81,79,83,79,78,76,79,77,78,79,79,75,77,79,81,87,81,80,82,78,82,83,84,85,85,89,92,93,92,89,89,90,91,90,90,91,95,87,89,87,87,85,85,83,83,81,80,80,81,80,88,86,87,83,85,81,84,79,85,82,82,89,81,80,83,88,91,91,87,87,86,87,89,86,86,90,90,92,91,93,93,93,92,93,94,94,95,95,97,91,90,88,88,89,87,86,93,86,86,84,83,86,88,91,88,88,88,84,89,89,89,88,86,85,84,84,86,84,86,86,93,89,89,86,90,90,91,95,96,96,97,98,96,94,96,95,99,100,97,97,99,96,93,91,93,93,89,91,90,89,88,87,86,91,93,95,93,91,91,91,85,85,85,84,86,84,76,68,50,39,32,31,29,29,31,33,35,38,38,44,45,46,48,51,52,51,51,51,52,53,54,55,59,58,55,53",
remedy,"88.0,83.0,87.0,87.0,84.0,85.0,82.0,86.0,85.0,82.0,82.0,86.0,79.0,89.0,91.0,87.0,88.0,87.0,93.0,99.0,91.0,84.0,86.0,88.0,83.0,85.0,85.0,87.0,85.0,86.0,87.0,89.0,86.0,86.0,84.0,87.0,84.0,83.0,82.0,84.0,86.0,89.0,89.0,86.0,91.0,93.0,95.0,93.0,94.0,93.0,91.0,90.0,88.0,90.0,92.0,93.0,90.0,90.0,89.0,86.0,87.0,88.0,83.0,82.0,82.0,85.0,82.0,86.0,86.0,85.0,88.0,95.0,99.0,91.0,94.0,92.0,93.0,94.0,91.0,94.0,91.0,90.0,87.0,89.0,88.0,88.0,90.0,89.0,88.0,92.0,88.0,91.0,90.0,92.0,91.0,92.0,91.0,92.0,99.0,95.0,96.0,92.0,96.0,92.0,97.0,92.0,86.0,89.0,88.0,85.0,84.0,87.0,88.0,88.0,88.0,87.0,92.0,88.0,86.0,86.0,86.0,87.0,89.0,97.0,100.0,92.0,88.0,88.0,89.0,90.0,87.0,86.0,85.0,86.0,87.0,90.0,91.0,91.0,88.0,87.0,85.0,88.0,88.0,84.0,88.0,91.0,89.0,92.0,99.0,93.0,93.0,96.0,95.0,92.0,92.0,92.0,89.0,89.0,89.0,90.0,88.0,88.0,85.0,86.0,85.0,84.0,83.0,84.0,81.0,83.0,84.0,85.0,81.0,82.0,85.0,92.0,94.0,89.0,87.0,88.0,89.0,91.0,87.0,89.0,82.0,87.0,83.0,88.0,86.0,85.0,83.0,85.0,82.0,81.0,82.0,80.0,84.0,86.0,85.0,86.0,86.0,87.0,89.0,90.0,90.0,88.0,88.0,86.0,85.0,89.0,92.0,85.0,84.0,87.0,85.0,83.0,82.0,83.0,83.0,80.0,86.0,84.0,86.0,82.0,79.0,82.0,82.0,91.0,93.0,88.0,83.0,87.0,85.0,84.0,83.0,85.0,80.0,82.0,79.0,83.0,93.0,93.0,97.0,93.0,94.0,92.0,92.0,91.0,93.0,91.0,89.0,90.0,88.0,91.0,91.0,94.0,94.0,94.0,91.0,89.0",
